#YY  MM DD hh mm WVHT  SwH  SwP  WWH  WWP SwD WWD  STEEPNESS  APD MWD
#yr  mo dy hr mn    m    m  sec    m  sec  -  degT     -      sec degT
2023 11 22 15 56  2.5  1.1 10.5  2.3  9.9   N   N    AVERAGE  6.7  10
2023 11 22 15 26  2.3  0.8 10.5  2.3  9.1   N   N    AVERAGE  6.6   4
2023 11 22 14 56  2.4  0.8 10.5  2.3  9.9   N   N    AVERAGE  6.4 360
2023 11 22 14 26  2.4  0.8 10.5  2.3  9.9   N   N    AVERAGE  6.4  10
2023 11 22 13 56  2.2  0.8 10.5  2.1  9.9 NNE   N    AVERAGE  6.3   2
2023 11 22 13 26  2.2  0.8 10.5  2.0  9.9   N   N    AVERAGE  6.4 358
2023 11 22 12 56  2.4  0.7 10.5  2.3  8.3   N   N      STEEP  6.8   7
2023 11 22 12 26  2.3  0.7 10.5  2.3  9.1   N   N    AVERAGE  6.8 355
2023 11 22 11 56  2.2  0.6 10.5  2.1  9.1   N   N    AVERAGE  6.4   4
2023 11 22 11 26  2.1  0.7 11.1  2.0  9.1 NNE   N    AVERAGE  6.5 353
2023 11 22 10 56  2.2  0.6 10.5  2.1  9.1   N   N    AVERAGE  6.5 354
2023 11 22 10 26  2.2  0.7 10.5  2.1  9.1   N   N    AVERAGE  6.5 354
2023 11 22 09 56  2.3  0.7 10.5  2.3  9.9   N   N    AVERAGE  6.5   2
2023 11 22 09 26  2.4  0.7 10.5  2.3  9.1   N NNW    AVERAGE  6.6 347
2023 11 22 08 56  2.2  0.7 11.1  2.1  9.1 NNE   N    AVERAGE  6.3 350
2023 11 22 08 26  2.2  0.6 10.5  2.1  9.1   N   N    AVERAGE  6.3 353
2023 11 22 07 56  2.1  0.7 10.5  2.1  9.1   N   N    AVERAGE  6.3   1
2023 11 22 07 26  2.3  0.6 10.5  2.3  9.1   N   N    AVERAGE  6.5 358
2023 11 22 06 56  2.2  0.6 10.5  2.1  9.1   N   N    AVERAGE  6.5 358
2023 11 22 06 26  2.1  0.5 10.5  2.1  9.1   N   N    AVERAGE  6.0 357
2023 11 22 05 56  2.0  0.6 10.5  1.9  7.7   N   N      STEEP  6.0 357
2023 11 22 05 26  1.8  0.5 10.5  1.8  6.2   N NNE VERY_STEEP  5.8  12
2023 11 22 04 56  1.7  0.4 10.5  1.7  5.9   N NNE VERY_STEEP  5.3  17
2023 11 22 04 26  1.5  0.4 11.1  1.5  5.6 NNE   N VERY_STEEP  5.0  11
2023 11 22 03 56  1.6  0.4 12.5  1.6  5.9 NNE   N VERY_STEEP  5.0   8
2023 11 22 03 26  1.4  0.4 10.5  1.4  5.3 NNE NNE VERY_STEEP  5.1  12
2023 11 22 02 56  1.2  0.4 11.1  1.2  5.6 NNE   N VERY_STEEP  5.1   1
2023 11 22 02 26  1.2  0.4 12.5  1.1  5.3 NNE   N VERY_STEEP  5.0   2
2023 11 22 01 56  1.2  0.4 11.1  1.2  5.3 NNE   N VERY_STEEP  4.7 355
2023 11 22 01 26  1.3  0.3 12.5  1.2  5.3 NNE   N VERY_STEEP  4.5   4
2023 11 22 00 56  1.3  0.4 11.8  1.3  5.6  NE   N VERY_STEEP  4.6   4
2023 11 22 00 26  1.3  0.3 12.5  1.2  5.3 NNE   N VERY_STEEP  4.6   8
2023 11 21 23 56  1.2  0.4 12.5  1.1  5.9 NNE   N      STEEP  4.9 360
2023 11 21 23 26  1.2  0.4 11.8  1.2  5.3 NNE   N VERY_STEEP  5.0  11
2023 11 21 22 56  1.2  0.4 11.8  1.1  5.6 NNE   N    AVERAGE  4.8  24
2023 11 21 22 26  1.2  0.4 11.8  1.1  5.0 NNE   N VERY_STEEP  4.9 358
2023 11 21 21 56  1.2  0.4 12.5  1.1  5.3 NNE NNE VERY_STEEP  4.8  14
2023 11 21 21 26  1.2  0.4 12.5  1.1  5.9 NNE   N      STEEP  5.0 350
2023 11 21 20 56  1.2  0.4 12.5  1.1  5.9 NNE NNW      STEEP  5.0 346
2023 11 21 20 26  1.1  0.4 12.5  1.0  6.2 NNE   N    AVERAGE  5.2  18
2023 11 21 19 56  1.1  0.4 11.8  1.1  5.0 NNE   N VERY_STEEP  5.2   2
2023 11 21 19 26  1.1  0.4 12.5  1.0  5.9 NNE   N    AVERAGE  5.3  19
2023 11 21 18 56  1.1  0.4 13.3  1.0  5.6 NNE   N      STEEP  5.4 357
2023 11 21 18 26  1.1  0.4 12.5  1.0  4.8 NNE   N VERY_STEEP  5.3 358
2023 11 21 17 56  1.1  0.5 12.5  1.0  5.6 NNE   N    AVERAGE  5.5  24
2023 11 21 17 26  1.1  0.5 12.5  0.9  9.1 NNE NNE    AVERAGE  5.5  22
2023 11 21 16 56  1.0  0.4 12.5  0.9  9.1 NNE  NE    AVERAGE  5.5  26
2023 11 21 16 26  1.0  0.4 12.5  1.0  9.1 NNE NNE    AVERAGE  5.3  21
2023 11 21 15 56  0.9  0.4 13.3  0.9  4.8 NNE   N    AVERAGE  5.2  29
2023 11 21 15 26  0.9  0.4 13.3  0.9  4.5 NNE   N    AVERAGE  5.2  17
2023 11 21 14 56  0.9  0.5 13.3  0.8  9.9 NNE NNE    AVERAGE  5.7  18
2023 11 21 14 26  0.9  0.4 13.3  0.8  9.9 NNE  NE    AVERAGE  5.5  32
2023 11 21 13 56  0.9  0.4 13.3  0.8  9.1 NNE NNE    AVERAGE  5.7  19
2023 11 21 13 26  0.9  0.5 13.3  0.8  9.1 NNE NNE    AVERAGE  5.7  15
2023 11 21 12 56  0.8  0.4 12.5  0.7  9.9 NNE  NE    AVERAGE  5.6  21
2023 11 21 12 26  0.8  0.4 13.3  0.7  9.1 NNE  NE    AVERAGE  5.8  31
2023 11 21 11 56  0.8  0.3 12.5  0.7  9.1 NNE NNE    AVERAGE  5.8  32
2023 11 21 11 26  0.8  0.4 13.3  0.7  9.9 NNE  NE    AVERAGE  6.0  24
2023 11 21 10 56  0.8  0.4 12.5  0.7  9.9 NNE NNE        N/A  6.1  24
2023 11 21 10 26  0.7  0.4 13.3  0.6  9.9 NNE  NE        N/A  6.3  21
2023 11 21 09 56  0.8  0.4 10.5  0.7  9.1 NNE NNE        N/A  6.7  21
2023 11 21 09 26  0.8  0.4 11.1  0.7  9.9 NNE NNE        N/A  7.0  17
2023 11 21 08 56  0.7  0.4 13.3  0.6  9.1 NNE  NE        N/A  6.6  15
2023 11 21 08 26  0.8  0.4 11.1  0.6  8.3 NNE  NE        N/A  6.7  28
2023 11 21 07 56  0.7  0.5 12.5  0.6  8.3 NNE NNE        N/A  7.5  28
2023 11 21 07 26  0.8  0.5 13.3  0.6  8.3 NNE  NE        N/A  7.6  24
2023 11 21 06 56  0.7  0.4 13.3  0.6  9.9 NNE NNE        N/A  7.7  22
2023 11 21 06 26  0.7  0.4 11.8  0.6  9.1  NE  NE        N/A  7.4  35
2023 11 21 05 56  0.8  0.5 12.5  0.6  5.9 NNE  NW        N/A  7.5  26
2023 11 21 05 26  0.8  0.5 13.3  0.6  9.1 NNE  NE        N/A  7.4  21
2023 11 21 04 56  0.8  0.5 13.3  0.6  9.1 NNE NNE        N/A  7.5  19
2023 11 21 04 26  0.8  0.5 14.3  0.7  9.1 NNE  NE    AVERAGE  7.4  17
2023 11 21 03 56  0.8  0.5 13.3  0.7  8.3 NNE  NE    AVERAGE  7.4  19
2023 11 21 03 26  0.8  0.5 13.3  0.7  9.1 NNE  NE    AVERAGE  7.2  24
2023 11 21 02 56  0.8  0.5 13.3  0.7  6.2 NNE   N    AVERAGE  6.8  12
2023 11 21 02 26  0.8  0.5 14.3  0.7  6.7 NNE   N    AVERAGE  6.9  18
2023 11 21 01 56  0.9  0.5 13.3  0.7  9.1 NNE  NE    AVERAGE  6.8  24
2023 11 21 01 26  0.9  0.5 13.3  0.7  9.9 NNE  NE    AVERAGE  6.8  19
2023 11 21 00 56  1.0  0.6 12.5  0.8  5.6 NNE   N    AVERAGE  6.6  24
2023 11 21 00 26  0.9  0.6 13.3  0.8  9.9 NNE NNE    AVERAGE  6.7  25
2023 11 20 23 56  1.0  0.6 13.3  0.8  5.6 NNE NNW    AVERAGE  6.4  29
2023 11 20 23 26  1.0  0.5 13.3  0.8  5.9 NNE NNW    AVERAGE  6.0  12
2023 11 20 22 56  1.1  0.6 14.3  0.9  5.9 NNE   N    AVERAGE  6.3  21
2023 11 20 22 26  1.1  0.6 13.3  0.8  5.9 NNE   N    AVERAGE  6.4  24
2023 11 20 21 56  1.1  0.7 12.5  0.9  6.2 NNE   N    AVERAGE  6.5  26
2023 11 20 21 26  1.1  0.7 13.3  0.8  5.3 NNE NNW    AVERAGE  6.6  15
2023 11 20 20 56  1.1  0.6 12.5  0.9  6.2 NNE   N    AVERAGE  6.2  21
2023 11 20 20 26  1.0  0.5 14.3  0.8  5.6 NNE NNW    AVERAGE  5.9  19
2023 11 20 19 56  1.0  0.7 13.3  0.8  5.3 NNE   N    AVERAGE  6.8  25
2023 11 20 19 26  1.0  0.6 14.3  0.7  5.9 NNE   N    AVERAGE  6.5  17
2023 11 20 18 56  1.0  0.7 13.3  0.7  9.1 NNE  NE      SWELL  6.8  26
2023 11 20 18 26  1.0  0.6 12.5  0.8  9.9 NNE NNE    AVERAGE  6.1  24
2023 11 20 17 56  1.0  0.7 13.3  0.8  9.9 NNE NNE    AVERAGE  6.4  22
2023 11 20 17 26  1.0  0.6 14.3  0.8  9.1 NNE NNE    AVERAGE  5.7  18
2023 11 20 16 56  1.1  0.6 14.3  0.9  9.9 NNE NNE    AVERAGE  5.6  21
2023 11 20 16 26  1.1  0.6 14.3  0.9  8.3 NNE  NE    AVERAGE  5.4  17
2023 11 20 15 56  1.1  0.6 14.3  1.0  4.0 NNE   N    AVERAGE  5.0  25
2023 11 20 15 26  1.1  0.7 12.5  0.9  3.3 NNE NNE    AVERAGE  5.0  29
2023 11 20 14 56  1.0  0.6 13.3  0.8  8.3 NNE  NE    AVERAGE  5.4  22
2023 11 20 14 26  0.9  0.6 13.3  0.7  8.3 NNE  NE    AVERAGE  5.8  25
2023 11 20 13 56  0.9  0.6 14.3  0.6  9.1 NNE  NE      SWELL  8.0  22
2023 11 20 13 26  0.9  0.6 13.3  0.6  8.3 NNE  NE      SWELL  7.9  19
2023 11 20 12 56  0.8  0.6 12.5  0.6  9.1 NNE  NE      SWELL  7.8  31
2023 11 20 12 26  0.9  0.6 14.3  0.7  9.1 NNE  NE    AVERAGE  7.5  25
2023 11 20 11 56  0.9  0.7 14.3  0.7  8.3 NNE  NE      SWELL  7.5  18
2023 11 20 11 26  0.9  0.7 15.4  0.6  9.1 NNE  NE      SWELL  7.6  19
2023 11 20 10 56  0.9  0.7 13.3  0.6  9.1 NNE  NE      SWELL  7.5  19
2023 11 20 10 26  0.9  0.7 14.3  0.7  9.9 NNE NNE      SWELL  7.4  21
2023 11 20 09 56  0.9  0.6 15.4  0.7  9.1 NNE NNE    AVERAGE  7.6  17
2023 11 20 09 26  0.9  0.6 15.4  0.7  9.9 NNE NNE    AVERAGE  7.4  19
2023 11 20 08 56  0.9  0.6 14.3  0.7  9.1 NNE  NE    AVERAGE  7.5  14
2023 11 20 08 26  0.9  0.7 14.3  0.7  9.1 NNE  NE      SWELL  8.1  18
2023 11 20 07 56  1.0  0.7 15.4  0.7  8.3 NNE  NE      SWELL  7.8  26
2023 11 20 07 26  1.0  0.7 14.3  0.7  9.1 NNE  NE      SWELL  8.0  18
2023 11 20 06 56  0.9  0.7 15.4  0.7  9.9 NNE  NE      SWELL  7.9  18
2023 11 20 06 26  1.0  0.7 15.4  0.7  9.9 NNE  NE      SWELL  8.3  26
2023 11 20 05 56  1.1  0.8 15.4  0.7  9.1 NNE  NE      SWELL  8.4  21
2023 11 20 05 26  1.1  0.8 15.4  0.8  9.9 NNE NNE      SWELL  7.9  21
2023 11 20 04 56  1.0  0.7 14.3  0.8  9.1 NNE  NE    AVERAGE  7.5  26
2023 11 20 04 26  1.1  0.8 14.3  0.7  9.9 NNE NNE      SWELL  8.3  29
2023 11 20 03 56  1.1  0.8 15.4  0.8  9.1 NNE NNE      SWELL  8.2  22
2023 11 20 03 26  1.1  0.8 12.5  0.8  9.9 NNE  NE      SWELL  8.2  28
2023 11 20 02 56  1.0  0.8 15.4  0.7  9.9 NNE NNE      SWELL  8.0  18
2023 11 20 02 26  1.2  0.9 13.3  0.8  9.9 NNE  NE      SWELL  8.8  22
2023 11 20 01 56  1.2  0.9 15.4  0.7  9.1 NNE NNE      SWELL  8.8  21
2023 11 20 01 26  1.3  1.0 15.4  0.8  9.9 NNE NNE      SWELL  9.0  15
2023 11 20 00 56  1.2  1.0 13.3  0.8  9.9 NNE NNE      SWELL  8.6  17
2023 11 20 00 26  1.1  0.9 14.3  0.8  9.9 NNE NNE      SWELL  8.4  19
2023 11 19 23 56  1.3  1.0 14.3  0.8  9.9 NNE NNE      SWELL  8.9  24
2023 11 19 23 26  1.2  1.0 14.3  0.7  9.9 NNE NNE      SWELL  9.2  22
2023 11 19 22 56  1.3  1.0 15.4  0.8  9.9 NNE NNE      SWELL  8.9  17
2023 11 19 22 26  1.2  1.0 14.3  0.8  9.9 NNE NNE      SWELL  8.8  15
2023 11 19 21 56  1.4  1.2 14.3  0.8  9.9 NNE NNE      SWELL  9.7  21
2023 11 19 21 26  1.2  1.0 15.4  0.8  9.9 NNE NNE      SWELL  8.8  19
2023 11 19 20 56  1.4  1.2 15.4  0.8  9.1 NNE NNE      SWELL  9.6  17
2023 11 19 20 26  1.3  1.1 15.4  0.8  9.9 NNE NNE      SWELL  9.2  18
2023 11 19 19 56  1.3  1.1 15.4  0.8  9.9   N NNE      SWELL  8.9  11
2023 11 19 19 26  1.2  1.0 15.4  0.8  9.9 NNE NNE      SWELL  8.7  12
2023 11 19 18 56  1.4  1.1 15.4  0.8  9.9 NNE NNE      SWELL  9.1  14
2023 11 19 18 26  1.3  1.1 15.4  0.8  9.1 NNE NNE      SWELL  8.9  15
2023 11 19 17 56  1.3  1.0 15.4  0.8  9.9   N NNE      SWELL  8.6  11
2023 11 19 17 26  1.2  1.0 13.3  0.8  9.9 NNE NNE      SWELL  8.8  19
2023 11 19 16 56  1.4  1.1 15.4  0.8  9.9 NNE NNE      SWELL  9.4  18
2023 11 19 16 26  1.3  1.1 13.3  0.8  9.9 NNE NNE      SWELL  9.0  17
2023 11 19 15 56  1.3  1.1 13.3  0.7  9.9 NNE NNE      SWELL  9.4  22
2023 11 19 15 26  1.3  1.0 15.4  0.8  9.9 NNE NNE      SWELL  8.4  22
2023 11 19 14 56  1.4  1.1 15.4  0.9  9.9 NNE NNE      SWELL  8.8  22
2023 11 19 14 26  1.3  1.0 11.8  0.9  9.9 NNE NNE      SWELL  8.0  25
2023 11 19 13 56  1.5  1.2 15.4  0.9  7.7 NNE  NE      SWELL  8.6  19
2023 11 19 13 26  1.6  1.2 15.4  1.0  7.1 NNE  NE      SWELL  8.5  19
2023 11 19 12 56  1.5  1.1 14.3  1.0  9.9 NNE NNE      SWELL  8.2  19
2023 11 19 12 26  1.6  1.2 12.5  1.0  9.9 NNE NNE      SWELL  8.7  26
2023 11 19 11 56  1.5  1.2 14.3  1.0  9.1 NNE NNE      SWELL  8.9  15
2023 11 19 11 26  1.6  1.3 14.3  0.9  9.9 NNE NNE      SWELL  9.0  24
2023 11 19 10 56  1.6  1.2 15.4  0.9  9.9 NNE NNE      SWELL  8.9  12
2023 11 19 10 26  1.6  1.3 15.4  0.9  7.7 NNE  NE      SWELL  9.5  14
2023 11 19 09 56  1.5  1.2 13.3  0.9  7.7 NNE  NE      SWELL  8.9  21
2023 11 19 09 26  1.6  1.3 14.3  1.0  7.1 NNE  NE      SWELL  9.3  17
2023 11 19 08 56  1.7  1.4 13.3  1.0  7.7 NNE  NE      SWELL  9.5  18
2023 11 19 08 26  1.7  1.4 14.3  1.0  7.7 NNE  NE      SWELL  9.6  15
2023 11 19 07 56  1.6  1.3 13.3  1.0  7.7 NNE  NE      SWELL  9.2  18
2023 11 19 07 26  1.5  1.3 14.3  0.9  9.9 NNE NNE      SWELL  9.3  15
2023 11 19 06 56  1.6  1.4 13.3  0.9  7.7 NNE  NE      SWELL  9.6  21
2023 11 19 06 26  1.7  1.4 13.3  1.0  9.9 NNE NNE      SWELL  9.4  21
2023 11 19 05 56  1.6  1.4 14.3  0.9  8.3 NNE  NE      SWELL  9.7  19
2023 11 19 05 26  1.8  1.5 13.3  0.9  9.1 NNE NNE      SWELL 10.1  17
2023 11 19 04 56  1.6  1.3 14.3  0.9  7.7 NNE  NE      SWELL  9.2  18
2023 11 19 04 26  1.6  1.3 14.3  0.9  9.9 NNE NNE      SWELL  9.2  25
2023 11 19 03 56  1.7  1.4 14.3  1.0  7.7 NNE  NE      SWELL  9.4  15
2023 11 19 03 26  1.5  1.1 14.3  1.1  9.9 NNE NNE      SWELL  8.6  15
2023 11 19 02 56  1.6  1.3 14.3  1.0  8.3 NNE  NE      SWELL  9.0  17
2023 11 19 02 26  1.6  1.1 13.3  1.0  6.2 NNE ENE      SWELL  8.3  12
2023 11 19 01 56  1.6  1.2 13.3  1.1  9.9 NNE NNE      SWELL  8.7  15
2023 11 19 01 26  1.7  1.4 13.3  1.0  7.1 NNE  NE      SWELL  9.2  15
2023 11 19 00 56  1.6  1.2 14.3  1.1  7.7 NNE  NE      SWELL  8.6  17
2023 11 19 00 26  1.7  1.2 13.3  1.1  9.9 NNE NNE      SWELL  8.4  15
2023 11 18 23 56  1.7  1.3 14.3  1.1  9.9 NNE NNE      SWELL  8.5  18
2023 11 18 23 26  1.6  1.1 14.3  1.1  9.9 NNE NNE      SWELL  8.4  15
2023 11 18 22 56  1.8  1.4 14.3  1.2  9.9 NNE NNE      SWELL  8.8  15
2023 11 18 22 26  1.6  1.2 14.3  1.2  9.9 NNE NNE      SWELL  8.4  12
2023 11 18 21 56  1.7  1.3 13.3  1.2  9.1 NNE NNE      SWELL  8.5  14
2023 11 18 21 26  1.6  1.2 13.3  1.1  9.1 NNE NNE      SWELL  8.4  14
2023 11 18 20 56  1.8  1.3 13.3  1.2  7.7 NNE  NE      SWELL  8.5  22
2023 11 18 20 26  1.6  1.1 12.5  1.1  9.9 NNE NNE      SWELL  8.2  14
2023 11 18 19 56  1.9  1.4 15.4  1.2  8.3 NNE  NE      SWELL  8.8  14
2023 11 18 19 26  1.9  1.4 14.3  1.2  8.3 NNE NNE      SWELL  8.6  21
2023 11 18 18 56  1.8  1.3 12.5  1.3  7.7 NNE NNE      SWELL  8.4  12
2023 11 18 18 26  1.7  1.2 14.3  1.2  7.7 NNE  NE      SWELL  8.2  21
2023 11 18 17 56  2.0  1.6 14.3  1.3  6.7 NNE  NE      SWELL  9.2  17
2023 11 18 17 26  2.0  1.5 13.3  1.4  7.7 NNE  NE      SWELL  8.6  14
2023 11 18 16 56  1.9  1.4 14.3  1.3  8.3   N NNE      SWELL  8.4  10
2023 11 18 16 26  2.0  1.5 14.3  1.3  9.9 NNE NNE      SWELL  8.5  18
2023 11 18 15 56  1.9  1.3 13.3  1.4  7.1 NNE  NE    AVERAGE  8.3  17
2023 11 18 15 26  2.2  1.6 14.3  1.5  8.3 NNE NNE      SWELL  8.6  12
2023 11 18 14 56  2.0  1.5 13.3  1.4  8.3 NNE NNE      SWELL  8.4  19
2023 11 18 14 26  2.1  1.6 14.3  1.4  9.1 NNE NNE      SWELL  8.6  15
2023 11 18 13 56  2.0  1.4 14.3  1.4  9.9 NNE NNE      SWELL  8.5  14
2023 11 18 13 26  2.1  1.5 13.3  1.5  9.9 NNE   N      SWELL  8.4  12
2023 11 18 12 56  1.9  1.3 14.3  1.4  9.1 NNE NNE    AVERAGE  8.0  14
2023 11 18 12 26  2.1  1.6 14.3  1.4  7.7 NNE  NE      SWELL  8.5  15
2023 11 18 11 56  2.1  1.6 13.3  1.3  7.7   N  NE      SWELL  8.6  11
2023 11 18 11 26  2.0  1.4 14.3  1.4  9.1 NNE NNE      SWELL  8.2  12
2023 11 18 10 56  2.1  1.6 13.3  1.5  9.9 NNE NNE      SWELL  8.6  18
2023 11 18 10 26  2.0  1.4 13.3  1.5  9.9 NNE NNE    AVERAGE  8.1  21
2023 11 18 09 56  2.3  1.7 13.3  1.5  9.1 NNE NNE      SWELL  8.8  15
2023 11 18 09 26  2.2  1.6 14.3  1.6  9.9 NNE NNE      SWELL  8.5  14
2023 11 18 08 56  2.4  1.9 12.5  1.5  9.9 NNE NNE      SWELL  9.1  12
2023 11 18 08 26  2.0  1.4 13.3  1.5  9.9 NNE   N    AVERAGE  8.2  19
2023 11 18 07 56  2.2  1.7 14.3  1.4  9.9 NNE NNE      SWELL  8.8  15
2023 11 18 07 26  2.2  1.7 14.3  1.5  9.9 NNE NNE      SWELL  8.8  15
2023 11 18 06 56  2.2  1.6 13.3  1.5  9.9 NNE NNE      SWELL  8.5  17
2023 11 18 06 26  2.4  1.9 14.3  1.5  9.1 NNE NNE      SWELL  9.1  17
2023 11 18 05 56  2.5  1.9 13.3  1.6  9.1 NNE NNE      SWELL  9.1  17
2023 11 18 05 26  2.3  1.7 13.3  1.5  8.3 NNE NNE      SWELL  8.7  14
2023 11 18 04 56  2.4  1.9 14.3  1.5  8.3 NNE NNE      SWELL  9.3  17
2023 11 18 04 26  2.5  2.1 12.5  1.4  8.3   N NNE      SWELL  9.7  11
2023 11 18 03 56  2.2  1.8 13.3  1.4  8.3 NNE NNE      SWELL  8.9  14
2023 11 18 03 26  2.4  2.0 14.3  1.4  8.3 NNE NNE      SWELL  9.4  17
2023 11 18 02 56  2.3  1.9 14.3  1.4  9.9 NNE NNE      SWELL  9.3  15
2023 11 18 02 26  2.6  2.2 14.3  1.4  9.1 NNE NNE      SWELL 10.0  17
2023 11 18 01 56  2.5  2.1 15.4  1.4  9.9 NNE NNE      SWELL  9.6  12
2023 11 18 01 26  2.3  1.8 13.3  1.5  9.9 NNE   N      SWELL  9.0  18
2023 11 18 00 56  2.4  1.9 15.4  1.6  9.9 NNE   N      SWELL  9.1  12
2023 11 18 00 26  2.0  1.5 11.1  1.4  7.1   N  NE      SWELL  8.1  11
2023 11 17 23 56  2.2  1.6 12.5  1.6  9.9 NNE NNE      SWELL  8.5  14
2023 11 17 23 26  2.2  1.7 14.3  1.5  9.9 NNE   N      SWELL  8.7  15
2023 11 17 22 56  2.2  1.6 11.8  1.6  9.9 NNE   N      SWELL  8.2  12
2023 11 17 22 26  2.1  1.4 15.4  1.6  9.1   N NNE    AVERAGE  7.8  11
2023 11 17 21 56  2.1  1.4 13.3  1.6  9.1 NNE NNE    AVERAGE  7.5  17
2023 11 17 21 26  2.1  1.3 12.5  1.7  9.1 NNE NNE    AVERAGE  7.5  14
2023 11 17 20 56  2.1  1.3 10.5  1.6  9.9 NNE   N    AVERAGE  7.5  15
2023 11 17 20 26  2.1  1.2 12.5  1.7  9.9 NNE NNE    AVERAGE  7.6  17
2023 11 17 19 56  2.1  1.3 12.5  1.7  9.1 NNE NNE    AVERAGE  7.4  19
2023 11 17 19 26  2.1  1.3 11.1  1.6  9.9 NNE   N    AVERAGE  7.5  17
2023 11 17 18 56  2.1  1.3 11.1  1.7  9.1 NNE   N    AVERAGE  7.5  18
2023 11 17 18 26  2.0  1.1 13.3  1.6  9.9 NNE   N    AVERAGE  7.0  19
2023 11 17 17 56  2.0  1.1 11.1  1.7  9.9 NNE NNE    AVERAGE  7.2  21
2023 11 17 17 26  2.0  1.2 11.1  1.6  9.1 NNE NNE    AVERAGE  7.2  14
2023 11 17 16 56  2.0  1.0 11.8  1.7  9.1 NNE NNE    AVERAGE  7.0  18
2023 11 17 16 26  1.9  1.0 13.3  1.6  9.1 NNE NNE    AVERAGE  7.1  14
2023 11 17 15 56  1.9  1.1 11.1  1.6  9.1 NNE NNE    AVERAGE  7.2  18
2023 11 17 15 26  1.8  1.0 11.8  1.5  9.1 NNE NNE    AVERAGE  7.0  17
2023 11 17 14 56  1.8  0.9 11.1  1.5  9.9 NNE NNE    AVERAGE  7.0  15
2023 11 17 14 26  1.8  0.9 12.5  1.6  8.3 NNE NNE    AVERAGE  7.0  18
2023 11 17 13 56  1.7  0.9 11.8  1.4  9.1 NNE   N    AVERAGE  7.1   8
2023 11 17 13 26  1.5  0.8 14.3  1.3  9.9 NNE NNE    AVERAGE  6.7  14
2023 11 17 12 56  1.6  0.8 11.1  1.5  8.3 NNE NNE    AVERAGE  7.1  18
2023 11 17 12 26  1.5  0.7 10.5  1.4  8.3 NNE NNE    AVERAGE  6.6  21
2023 11 17 11 56  1.6  0.7 11.1  1.5  9.1 NNE NNE    AVERAGE  6.8  14
2023 11 17 11 26  1.5  0.6 11.1  1.4  8.3 NNE NNE    AVERAGE  6.6  12
2023 11 17 10 56  1.5  0.6 11.8  1.4  9.1 NNE   N    AVERAGE  6.5  11
2023 11 17 10 26  1.7  0.7 13.3  1.5  9.1 NNE   N    AVERAGE  6.8   8
2023 11 17 09 56  1.5  0.6 14.3  1.4  9.1 NNE   N    AVERAGE  6.6  10
2023 11 17 09 26  1.7  0.7 13.3  1.6  9.1 NNE   N    AVERAGE  6.8   5
2023 11 17 08 56  1.6  0.7 12.5  1.4  8.3 NNE NNE    AVERAGE  6.8  14
2023 11 17 08 26  1.5  0.6 13.3  1.4  8.3   N   N    AVERAGE  6.7  10
2023 11 17 07 56  1.6  0.6 12.5  1.4  9.1 NNE   N    AVERAGE  6.9   8
2023 11 17 07 26  1.5  0.6 13.3  1.3  8.3 NNE NNE    AVERAGE  6.8  14
2023 11 17 06 56  1.5  0.6 14.3  1.3  8.3 NNE   N    AVERAGE  6.8   4
2023 11 17 06 26  1.3  0.6 14.3  1.2  9.1 NNE   N    AVERAGE  6.8   8
2023 11 17 05 56  1.4  0.6 12.5  1.2  9.1 NNE   N    AVERAGE  6.8  11
2023 11 17 05 26  1.4  0.6 12.5  1.2  9.1 NNE   N    AVERAGE  6.8   7
2023 11 17 04 56  1.4  0.6 13.3  1.3  7.7 NNE NNE    AVERAGE  6.9  12
2023 11 17 04 26  1.2  0.5 13.3  1.1  7.7 NNE NNE    AVERAGE  6.5  15
2023 11 17 03 56  1.3  0.6 11.8  1.2  8.3 NNE   N    AVERAGE  7.0   5
2023 11 17 03 26  1.3  0.6 14.3  1.2  7.7 NNE NNE    AVERAGE  6.8  19
2023 11 17 02 56  1.2  0.6 14.3  1.1  8.3 NNE NNE    AVERAGE  6.8  15
2023 11 17 02 26  1.3  0.6 14.3  1.2  7.7 NNE   N    AVERAGE  6.8  11
2023 11 17 01 56  1.3  0.5 14.3  1.1  8.3 NNE NNE    AVERAGE  6.4  17
2023 11 17 01 26  1.3  0.6 14.3  1.2  8.3 NNE   N    AVERAGE  6.6  22
2023 11 17 00 56  1.3  0.6 14.3  1.1  8.3 NNE   N    AVERAGE  6.7   7
2023 11 17 00 26  1.3  0.5 14.3  1.2  8.3 NNE   N    AVERAGE  6.4   5
2023 11 16 23 56  1.4  0.5 12.5  1.3  7.7 NNE NNE    AVERAGE  6.3  12
2023 11 16 23 26  1.3  0.5 14.3  1.2  8.3 NNE   N    AVERAGE  6.0   4
2023 11 16 22 56  1.4  0.5 13.3  1.3  8.3 NNE   N    AVERAGE  5.8   4
2023 11 16 22 26  1.5  0.6 13.3  1.4  7.7 NNE   N    AVERAGE  5.8  11
2023 11 16 21 56  1.5  0.5 14.3  1.4  7.7 NNE NNE    AVERAGE  5.4  19
2023 11 16 21 26  1.6  0.6 14.3  1.4  8.3 NNE   N    AVERAGE  5.6   2
2023 11 16 20 56  1.5  0.5 14.3  1.4  8.3 NNE NNE    AVERAGE  5.3  14
2023 11 16 20 26  1.6  0.5 13.3  1.5  7.7 NNE   N    AVERAGE  5.2  11
