#YY  MM DD hh mm WVHT  SwH  SwP  WWH  WWP SwD WWD  STEEPNESS  APD MWD
#yr  mo dy hr mn    m    m  sec    m  sec  -  degT     -      sec degT
2023 11 28 09 26  1.0  0.6 11.1  0.8  9.9 NNE NNE    AVERAGE  7.0  14
2023 11 28 08 56  1.0  0.7 13.3  0.7  9.9 NNE NNE      SWELL  7.0  18
2023 11 28 08 26  1.0  0.6 13.3  0.8  9.1 NNE NNE    AVERAGE  6.5  24
2023 11 28 07 56  0.9  0.6 13.3  0.8  9.9 NNE NNE    AVERAGE  6.3  28
2023 11 28 07 26  1.0  0.6 12.5  0.8  9.1 NNE NNE    AVERAGE  6.3  17
2023 11 28 06 56  1.0  0.6 12.5  0.7  9.1 NNE NNE    AVERAGE  6.6  18
2023 11 28 06 26  1.0  0.6 12.5  0.8  9.9 NNE NNE    AVERAGE  6.3  25
2023 11 28 05 56  0.9  0.5 13.3  0.8  9.9 NNE NNE    AVERAGE  6.1  22
2023 11 28 05 26  0.9  0.6 13.3  0.8  5.3 NNE ENE    AVERAGE  6.2  24
2023 11 28 04 56  1.1  0.7 10.5  0.8  9.9 NNE NNE    AVERAGE  6.6  28
2023 11 28 04 26  0.9  0.6 11.1  0.8  5.3  NE ENE    AVERAGE  6.3  35
2023 11 28 03 56  1.0  0.7 11.8  0.8  9.9 NNE NNE    AVERAGE  6.7  28
2023 11 28 03 26  1.0  0.6 13.3  0.8  5.3 NNE ENE    AVERAGE  6.3  19
2023 11 28 02 56  1.0  0.6 11.1  0.9  9.9 NNE NNE    AVERAGE  6.2  21
2023 11 28 02 26  1.1  0.6 12.5  0.9  5.0 NNE ENE    AVERAGE  6.0  24
2023 11 28 01 56  1.1  0.6 12.5  0.9  5.3 NNE ENE    AVERAGE  6.0  17
2023 11 28 01 26  1.1  0.6 11.1  0.9  9.9 NNE NNE    AVERAGE  5.8  28
2023 11 28 00 56  1.2  0.6 13.3  1.0  5.6 NNE ENE    AVERAGE  5.9  17
2023 11 28 00 26  1.2  0.5 11.1  1.1  5.3 NNE ENE VERY_STEEP  5.5  69
2023 11 27 23 56  1.2  0.6 11.1  1.1  5.3 NNE ENE VERY_STEEP  5.6  63
2023 11 27 23 26  1.3  0.6 13.3  1.1  5.6 NNE ENE    AVERAGE  5.4  18
2023 11 27 22 56  1.3  0.6 13.3  1.1  5.6 NNE ENE    AVERAGE  5.2  28
2023 11 27 22 26  1.3  0.6 12.5  1.2  5.3 NNE  NE    AVERAGE  5.2  15
2023 11 27 21 56  1.3  0.6 11.1  1.1  5.3 NNE ENE    AVERAGE  5.2  29
2023 11 27 21 26  1.3  0.6 11.8  1.1  9.9 NNE NNE    AVERAGE  5.2  32
2023 11 27 20 56  1.2  0.6 11.8  1.1  5.6 NNE ENE    AVERAGE  5.0  26
2023 11 27 20 26  1.3  0.6 14.3  1.2  5.0 NNE ENE VERY_STEEP  5.2  69
2023 11 27 19 56  1.2  0.6 11.8  1.1  9.9 NNE   N    AVERAGE  5.2  21
2023 11 27 19 26  1.3  0.7 11.8  1.1  5.6 NNE ENE    AVERAGE  5.3  19
2023 11 27 18 56  1.2  0.6 13.3  1.1  5.3 NNE ENE    AVERAGE  5.2  22
2023 11 27 18 26  1.2  0.6 12.5  1.1  9.9 NNE NNE    AVERAGE  5.1  26
2023 11 27 17 56  1.3  0.7 12.5  1.1  5.3 NNE ENE    AVERAGE  5.4  26
2023 11 27 17 26  1.2  0.7 13.3  1.0  9.9 NNE NNE    AVERAGE  5.8  24
2023 11 27 16 56  1.2  0.7 13.3  1.0  9.9   N NNE    AVERAGE  5.8  11
2023 11 27 16 26  1.1  0.7 12.5  0.9  9.1 NNE NNE    AVERAGE  6.1  14
2023 11 27 15 56  1.1  0.7 13.3  0.9  9.9 NNE NNE    AVERAGE  6.6  17
2023 11 27 15 26  1.0  0.6 11.8  0.8  9.1 NNE NNE    AVERAGE  6.2  33
2023 11 27 14 56  1.1  0.7 13.3  0.9  9.1 NNE NNE    AVERAGE  6.6  18
2023 11 27 14 26  1.0  0.6 12.5  0.8  9.9 NNE NNE    AVERAGE  6.9  22
2023 11 27 13 56  1.0  0.6 13.3  0.8  9.9 NNE NNE    AVERAGE  7.0  25
2023 11 27 13 26  1.2  0.8 10.5  0.9  9.9 NNE  NE    AVERAGE  7.3  29
2023 11 27 12 56  1.1  0.6 11.1  0.9  9.9 NNE NNE    AVERAGE  7.0  31
2023 11 27 12 26  1.1  0.7 12.5  0.8  9.9 NNE NNE    AVERAGE  6.8  22
2023 11 27 11 56  1.1  0.7 11.8  0.9  9.9 NNE  NE    AVERAGE  7.1  22
2023 11 27 11 26  1.0  0.7 12.5  0.8  9.1 NNE NNE    AVERAGE  7.0  24
2023 11 27 10 56  1.1  0.7 12.5  0.9  9.9 NNE  NE    AVERAGE  6.9  22
2023 11 27 10 26  1.1  0.7 12.5  0.8  9.1 NNE NNE    AVERAGE  6.7  29
2023 11 27 09 56  1.1  0.7 13.3  0.9  9.9 NNE NNE    AVERAGE  7.1  21
2023 11 27 09 26  1.1  0.6 12.5  0.9  9.1 NNE NNE    AVERAGE  6.7  25
2023 11 27 08 56  1.1  0.6 12.5  0.9  9.9 NNE NNE    AVERAGE  6.5  22
2023 11 27 08 26  1.1  0.6 12.5  0.9  9.9 NNE NNE    AVERAGE  6.4  25
2023 11 27 07 56  1.2  0.8 13.3  0.9  9.9 NNE NNE    AVERAGE  7.0  21
2023 11 27 07 26  1.1  0.7 11.8  0.9  9.9 NNE NNE    AVERAGE  6.3  26
2023 11 27 06 56  1.2  0.7 10.5  1.0  9.1 NNE NNE    AVERAGE  6.4  17
2023 11 27 06 26  1.2  0.8 12.5  1.0  9.9 NNE NNE    AVERAGE  6.6  22
2023 11 27 05 56  1.3  0.7 13.3  1.1  5.3 NNE ENE    AVERAGE  6.3  21
2023 11 27 05 26  1.3  0.8 13.3  1.1  5.6 NNE ENE    AVERAGE  6.2  22
2023 11 27 04 56  1.2  0.6 10.5  1.1  5.3 NNE ENE    AVERAGE  6.0  21
2023 11 27 04 26  1.3  0.8 12.5  1.1  5.3 NNE ENE    AVERAGE  6.4  24
2023 11 27 03 56  1.3  0.8 11.1  1.1  9.9 NNE NNE    AVERAGE  6.4  25
2023 11 27 03 26  1.3  0.7 10.5  1.1  9.9 NNE NNE    AVERAGE  6.0  28
2023 11 27 02 56  1.4  0.8 11.8  1.1  5.9 NNE ENE    AVERAGE  6.0  24
2023 11 27 02 26  1.3  0.8 12.5  1.1  9.9 NNE NNE    AVERAGE  6.2  24
2023 11 27 01 56  1.3  0.7 12.5  1.1  5.0 NNE ENE    AVERAGE  5.8  19
2023 11 27 01 26  1.3  0.7 11.8  1.1  9.9 NNE NNE    AVERAGE  6.1  22
2023 11 27 00 56  1.4  0.8 11.8  1.1  9.9 NNE   N    AVERAGE  6.2  26
2023 11 27 00 26  1.3  0.8 10.5  1.1  9.9 NNE NNE    AVERAGE  6.1  18
2023 11 26 23 56  1.2  0.6 11.1  1.0  9.1 NNE   N    AVERAGE  5.6  21
2023 11 26 23 26  1.2  0.8 11.8  1.0  9.9 NNE NNE    AVERAGE  6.1  25
2023 11 26 22 56  1.3  0.8 12.5  1.0  9.9 NNE NNE    AVERAGE  6.0  28
2023 11 26 22 26  1.3  0.8 13.3  1.1  9.1 NNE   N    AVERAGE  5.7  19
2023 11 26 21 56  1.2  0.6 13.3  1.1  9.9 NNE NNE    AVERAGE  5.5  25
2023 11 26 21 26  1.4  0.8 13.3  1.1  9.9 NNE   N    AVERAGE  6.1  19
2023 11 26 20 56  1.4  0.8 14.3  1.1  9.9 NNE NNE    AVERAGE  6.1  12
2023 11 26 20 26  1.2  0.7 11.8  1.0  9.1 NNE   N    AVERAGE  5.6  26
2023 11 26 19 56  1.2  0.7 11.1  1.0  9.9  NE   N    AVERAGE  5.8   8
2023 11 26 19 26  1.2  0.7 11.8  1.1  9.9 NNE   N    AVERAGE  6.1  11
2023 11 26 18 56  1.3  0.8 11.8  1.1  9.9 NNE   N    AVERAGE  6.2  25
2023 11 26 18 26  1.2  0.8 12.5  1.0  9.9 NNE NNE    AVERAGE  6.2  22
2023 11 26 17 56  1.2  0.7 13.3  1.1  9.9 NNE   N    AVERAGE  6.1   7
2023 11 26 17 26  1.3  0.8 13.3  1.0  9.1 NNE   N    AVERAGE  6.3  22
2023 11 26 16 56  1.3  0.8 13.3  1.1  9.9 NNE NNE    AVERAGE  6.4  19
2023 11 26 16 26  1.2  0.7 13.3  1.0  9.9 NNE   N    AVERAGE  6.4  22
2023 11 26 15 56  1.1  0.7 13.3  0.9  9.9 NNE NNE    AVERAGE  6.6  21
2023 11 26 15 26  1.1  0.7 13.3  0.9  9.1 NNE   N    AVERAGE  6.7  21
2023 11 26 14 56  1.2  0.8 12.5  0.9  9.9 NNE NNE    AVERAGE  7.2  25
2023 11 26 14 26  1.1  0.7 12.5  0.9  9.9 NNE   N    AVERAGE  7.0  26
2023 11 26 13 56  1.1  0.8 10.5  0.9  9.9 NNE   N    AVERAGE  7.5  21
2023 11 26 13 26  1.1  0.7 12.5  0.9  9.9 NNE NNE    AVERAGE  7.1  24
2023 11 26 12 56  1.1  0.7 11.8  0.9  9.9 NNE   N    AVERAGE  7.5  31
2023 11 26 12 26  1.1  0.7 11.8  0.9  9.9 NNE NNE    AVERAGE  7.3  18
2023 11 26 11 56  1.1  0.7 10.5  0.9  9.9 NNE   N    AVERAGE  7.5  15
2023 11 26 11 26  1.2  0.7 11.8  0.9  9.9 NNE NNE    AVERAGE  7.5  14
2023 11 26 10 56  1.1  0.7 12.5  0.9  9.9 NNE NNE    AVERAGE  7.6  19
2023 11 26 10 26  1.1  0.7 10.5  0.9  9.9 NNE   N    AVERAGE  7.4  31
2023 11 26 09 56  1.2  0.8 10.5  0.9  9.9 NNE NNE    AVERAGE  7.5  19
2023 11 26 09 26  1.3  0.8 13.3  1.0  9.9 NNE NNE    AVERAGE  7.6  19
2023 11 26 08 56  1.2  0.8 13.3  1.0  9.9 NNE NNE    AVERAGE  7.3  26
2023 11 26 08 26  1.3  0.8 11.8  1.0  9.9 NNE NNE    AVERAGE  7.2  22
2023 11 26 07 56  1.3  0.9 13.3  1.0  9.9 NNE NNE    AVERAGE  7.2  24
2023 11 26 07 26  1.2  0.8 10.5  1.0  9.9 NNE NNE    AVERAGE  6.9  29
2023 11 26 06 56  1.3  0.9 12.5  1.0  9.9 NNE NNE    AVERAGE  7.3  29
2023 11 26 06 26  1.2  0.8 12.5  1.0  9.9 NNE NNE    AVERAGE  7.0  25
2023 11 26 05 56  1.3  0.9 12.5  1.0  9.9 NNE NNE    AVERAGE  7.5  22
2023 11 26 05 26  1.3  0.8 11.1  1.0  9.9 NNE NNE    AVERAGE  7.4  31
2023 11 26 04 56  1.2  0.8 12.5  1.0  9.9 NNE NNE    AVERAGE  7.1  25
2023 11 26 04 26  1.2  0.9 12.5  0.9  9.9 NNE  NE      SWELL  7.2  29
2023 11 26 03 56  1.3  0.9 13.3  1.0  9.9 NNE NNE    AVERAGE  7.3  25
2023 11 26 03 26  1.2  0.8 11.8  0.9  8.3 NNE NNE    AVERAGE  7.0  31
2023 11 26 02 56  1.3  0.9 11.8  0.9  9.9 NNE NNE      SWELL  7.5  26
2023 11 26 02 26  1.3  0.9 11.1  0.9  9.1 NNE NNE      SWELL  7.4  26
2023 11 26 01 56  1.4  1.0 12.5  1.1  9.9 NNE NNE    AVERAGE  7.6  28
2023 11 26 01 26  1.3  0.9 11.1  1.0  9.9 NNE  NE    AVERAGE  7.6  32
2023 11 26 00 56  1.4  1.0 11.8  1.0  9.9  NE NNE      SWELL  7.4  36
2023 11 26 00 26  1.4  1.0 11.1  1.0  9.9 NNE NNE      SWELL  7.4  26
2023 11 25 23 56  1.4  0.9 11.8  1.0  9.9 NNE  NE    AVERAGE  7.1  24
2023 11 25 23 26  1.5  1.2 11.1  1.0  9.1  NE NNE      SWELL  7.7  35
2023 11 25 22 56  1.5  1.1 12.5  1.0  9.9 NNE NNE      SWELL  7.5  29
2023 11 25 22 26  1.4  1.0 11.8  1.0  9.9 NNE NNE      SWELL  7.3  29
2023 11 25 21 56  1.5  1.2 11.8  0.9  9.9 NNE NNE      SWELL  7.9  28
2023 11 25 21 26  1.4  1.1 12.5  0.9  9.1 NNE NNE      SWELL  7.7  31
2023 11 25 20 56  1.5  1.1 12.5  1.0  9.1 NNE NNE      SWELL  7.8  26
2023 11 25 20 26  1.5  1.1 12.5  1.0  9.9 NNE NNE      SWELL  8.3  25
2023 11 25 19 56  1.5  1.1 11.8  1.1  9.9 NNE NNE      SWELL  8.2  22
2023 11 25 19 26  1.4  1.0 12.5  1.0  9.9 NNE NNE      SWELL  7.9  28
2023 11 25 18 56  1.5  1.1 12.5  1.1  9.9 NNE NNE      SWELL  8.1  24
2023 11 25 18 26  1.5  1.1 13.3  1.1  9.9 NNE NNE      SWELL  7.7  25
2023 11 25 17 56  1.5  1.1 12.5  1.1  9.9 NNE NNE      SWELL  7.8  32
2023 11 25 17 26  1.4  0.9 12.5  1.1  9.9 NNE NNE    AVERAGE  7.6  26
2023 11 25 16 56  1.4  1.0 12.5  1.0  9.9 NNE NNE      SWELL  7.8  29
2023 11 25 16 26  1.4  0.9 11.1  1.1  9.9 NNE NNE    AVERAGE  7.5  29
2023 11 25 15 56  1.3  0.9 11.1  1.0  9.9 NNE NNE    AVERAGE  7.7  32
2023 11 25 15 26  1.3  0.9 10.5  1.0  9.9 NNE NNE    AVERAGE  7.8  26
2023 11 25 14 56  1.3  0.8 10.5  1.0  9.1  NE NNE    AVERAGE  7.6  35
2023 11 25 14 26  1.4  1.0 10.5  1.0  9.9  NE NNE      SWELL  8.0  35
2023 11 25 13 56  1.2  0.8 11.1  1.0  9.9 NNE NNE    AVERAGE  7.5  28
2023 11 25 13 26  1.3  0.8 11.1  1.0  9.9 NNE  NE    AVERAGE  7.6  31
2023 11 25 12 56  1.3  0.9 11.1  1.1  9.9  NE NNE    AVERAGE  7.6  35
2023 11 25 12 26  1.4  0.9 10.5  1.1  9.9 NNE  NE    AVERAGE  7.8  31
2023 11 25 11 56  1.4  0.9 11.1  1.1  9.9 NNE  NE    AVERAGE  7.7  31
2023 11 25 11 26  1.3  0.9 10.5  1.0  9.9 NNE NNE    AVERAGE  7.5  32
2023 11 25 10 56  1.4  0.8 10.5  1.1  9.9 NNE NNE    AVERAGE  7.3  24
2023 11 25 10 26  1.3  0.8 11.1  1.1  9.9 NNE  NE    AVERAGE  7.1  32
2023 11 25 09 56  1.3  0.7 10.5  1.1  6.2 NNE  NE    AVERAGE  6.8  25
2023 11 25 09 26  1.4  0.8 11.8  1.1  9.1 NNE  NE    AVERAGE  7.2  31
2023 11 25 08 56  1.4  0.8 11.8  1.1  9.1 NNE NNE    AVERAGE  7.2  24
2023 11 25 08 26  1.4  0.8 11.1  1.1  9.9  NE NNE    AVERAGE  7.3  35
2023 11 25 07 56  1.4  0.8 12.5  1.1  9.9 NNE NNE    AVERAGE  7.1  33
2023 11 25 07 26  1.5  0.9 11.8  1.2  9.9 NNE  NE    AVERAGE  7.4  24
2023 11 25 06 56  1.5  0.8 11.1  1.2  9.9  NE NNE    AVERAGE  7.1  39
2023 11 25 06 26  1.4  0.8 11.1  1.2  9.1  NE  NE    AVERAGE  6.8  38
2023 11 25 05 56  1.6  1.0 11.1  1.2  9.9 NNE  NE    AVERAGE  7.2  32
2023 11 25 05 26  1.6  0.8 11.1  1.3  9.9  NE NNE    AVERAGE  6.7  35
2023 11 25 04 56  1.5  0.8 11.1  1.3  9.1 NNE NNE    AVERAGE  6.6  26
2023 11 25 04 26  1.5  0.8 10.5  1.3  9.9 NNE NNE    AVERAGE  6.5  29
2023 11 25 03 56  1.6  0.8 11.1  1.4  9.1 NNE NNE    AVERAGE  6.3  31
2023 11 25 03 26  1.8  1.1 11.1  1.4  5.9 NNE  NE    AVERAGE  6.8  33
2023 11 25 02 56  1.6  0.9 11.1  1.3  9.1 NNE NNE    AVERAGE  6.8  29
2023 11 25 02 26  1.7  0.8 11.1  1.5  9.9 NNE NNE    AVERAGE  6.3  21
2023 11 25 01 56  1.8  1.1 11.1  1.5  9.9 NNE NNE    AVERAGE  6.9  29
2023 11 25 01 26  1.9  1.1 11.1  1.5  9.1  NE NNE    AVERAGE  6.5  35
2023 11 25 00 56  1.9  1.1 11.1  1.6  9.9 NNE NNE    AVERAGE  6.3  32
2023 11 25 00 26  1.8  0.9 10.5  1.6  9.9 NNE  NE    AVERAGE  6.0  33
2023 11 24 23 56  1.9  1.3 11.8  1.5  9.9 NNE  NE    AVERAGE  6.8  31
2023 11 24 23 26  1.8  1.1 11.1  1.4  9.1 NNE NNE    AVERAGE  6.5  33
2023 11 24 22 56  1.8  1.1 10.5  1.4  9.1 NNE  NE    AVERAGE  6.5  26
2023 11 24 22 26  1.8  1.1 11.1  1.5  9.9 NNE NNE    AVERAGE  6.5  32
2023 11 24 21 56  1.9  1.2 11.1  1.4  9.9 NNE NNE    AVERAGE  7.3  29
2023 11 24 21 26  1.7  1.1 11.1  1.3  9.9 NNE NNE    AVERAGE  7.0  29
2023 11 24 20 56  1.6  0.9 11.1  1.4  9.9 NNE NNE    AVERAGE  6.7  26
2023 11 24 20 26  1.9  1.2 11.8  1.5  9.9 NNE NNE    AVERAGE  7.5  25
2023 11 24 19 56  1.9  1.3 10.5  1.4  9.9 NNE NNE    AVERAGE  7.7  33
2023 11 24 19 26  1.7  1.1 11.1  1.4  9.9 NNE NNE    AVERAGE  7.4  29
2023 11 24 18 56  1.8  1.3 11.1  1.3  9.9 NNE NNE      SWELL  7.6  29
2023 11 24 18 26  1.8  1.3 11.1  1.3  9.9 NNE NNE      SWELL  7.9  31
2023 11 24 17 56  1.7  1.1 10.5  1.4  9.9 NNE NNE    AVERAGE  7.2  29
2023 11 24 17 26  1.9  1.4 11.1  1.4  9.9 NNE NNE      SWELL  7.9  31
2023 11 24 16 56  1.7  1.1 11.8  1.3  9.9 NNE NNE    AVERAGE  7.5  28
2023 11 24 16 26  1.7  1.2 11.8  1.3  9.9 NNE NNE    AVERAGE  7.7  32
2023 11 24 15 56  1.6  1.0 11.8  1.3  8.3 NNE NNE    AVERAGE  7.5  26
2023 11 24 15 26  1.8  1.1 11.8  1.5  9.9 NNE NNE    AVERAGE  8.1  26
2023 11 24 14 56  1.7  1.1 11.8  1.4  9.9 NNE  NE    AVERAGE  7.6  24
2023 11 24 14 26  1.8  1.2 11.1  1.4  9.9 NNE NNE    AVERAGE  7.9  22
2023 11 24 13 56  1.7  1.0 11.8  1.4  9.9 NNE NNE    AVERAGE  7.6  33
2023 11 24 13 26  1.8  1.2 11.8  1.4  9.9 NNE NNE    AVERAGE  8.2  31
2023 11 24 12 56  1.8  1.1 11.1  1.4  9.9 NNE NNE    AVERAGE  7.9  28
2023 11 24 12 26  1.8  1.1 11.8  1.4  9.9 NNE NNE    AVERAGE  7.9  26
2023 11 24 11 56  1.7  1.0 10.5  1.4  9.9 NNE NNE    AVERAGE  7.9  29
2023 11 24 11 26  1.8  1.2 11.8  1.4  9.9 NNE NNE    AVERAGE  8.1  26
2023 11 24 10 56  1.6  0.9 11.8  1.4  9.9 NNE NNE    AVERAGE  7.7  24
2023 11 24 10 26  1.7  1.0 12.5  1.4  9.9 NNE NNE    AVERAGE  7.8  32
2023 11 24 09 56  1.6  1.0 10.5  1.3  8.3 NNE NNE    AVERAGE  7.7  25
2023 11 24 09 26  1.7  1.0 11.8  1.3  9.9 NNE NNE    AVERAGE  7.9  22
2023 11 24 08 56  1.6  1.0 11.8  1.3  9.9  NE  NE    AVERAGE  7.7  35
2023 11 24 08 26  1.7  1.0 11.8  1.4  9.1 NNE NNE    AVERAGE  7.7  32
2023 11 24 07 56  1.7  1.1 11.8  1.4  9.9 NNE NNE    AVERAGE  7.8  28
2023 11 24 07 26  1.9  1.2 11.8  1.4  8.3 NNE NNE    AVERAGE  7.8  22
2023 11 24 06 56  1.8  1.1 11.8  1.4  9.9 NNE NNE    AVERAGE  7.7  22
2023 11 24 06 26  1.6  1.0 10.5  1.3  8.3 NNE NNE    AVERAGE  7.4  21
2023 11 24 05 56  1.8  1.1 10.5  1.5  9.9 NNE NNE    AVERAGE  7.8  24
2023 11 24 05 26  1.8  1.0 11.1  1.5  9.1 NNE NNE    AVERAGE  7.5  18
2023 11 24 04 56  1.9  1.1 11.8  1.6  9.9 NNE NNE    AVERAGE  7.8  28
2023 11 24 04 26  1.7  1.0 11.1  1.4  9.9 NNE NNE    AVERAGE  7.6  24
2023 11 24 03 56  1.8  1.0 11.1  1.5  9.9 NNE NNE    AVERAGE  7.5  21
2023 11 24 03 26  1.8  1.1 11.8  1.4  9.1 NNE NNE    AVERAGE  7.6  24
2023 11 24 02 56  1.7  1.0 11.8  1.4  9.1 NNE NNE    AVERAGE  7.5  25
2023 11 24 02 26  1.7  0.9 11.8  1.5  9.9 NNE NNE    AVERAGE  7.4  19
2023 11 24 01 56  1.7  1.0 11.8  1.4  9.9 NNE   N    AVERAGE  7.3  26
2023 11 24 01 26  1.7  1.1 11.8  1.4  7.7 NNE NNE    AVERAGE  7.4  21
2023 11 24 00 56  1.8  1.0 11.1  1.4  8.3 NNE NNE    AVERAGE  7.2  32
2023 11 24 00 26  1.7  0.8 11.1  1.5  9.1 NNE NNE    AVERAGE  6.9  24
2023 11 23 23 56  1.9  1.1 11.8  1.5  9.9 NNE NNE    AVERAGE  7.5  24
2023 11 23 23 26  1.9  1.0 12.5  1.6  9.9 NNE NNE    AVERAGE  7.4  25
2023 11 23 22 56  1.9  1.2 11.1  1.5  9.1 NNE NNE    AVERAGE  7.2  26
2023 11 23 22 26  1.9  1.1 10.5  1.6  9.1 NNE NNE    AVERAGE  6.9  18
2023 11 23 21 56  1.9  1.1 11.1  1.6  9.1 NNE NNE    AVERAGE  6.9  24
2023 11 23 21 26  2.0  0.9 10.5  1.7  9.1 NNE NNE    AVERAGE  6.4  19
2023 11 23 20 56  1.8  0.9 11.8  1.6  9.9 NNE NNE    AVERAGE  6.2  29
2023 11 23 20 26  2.0  1.1 10.5  1.7  9.9 NNE NNE    AVERAGE  6.6  26
2023 11 23 19 56  1.9  1.0 11.8  1.6  9.9 NNE NNE    AVERAGE  6.5  28
2023 11 23 19 26  1.8  1.0 10.5  1.6  9.1 NNE NNE    AVERAGE  6.7  28
2023 11 23 18 56  1.9  1.1 11.1  1.6  9.9 NNE NNE    AVERAGE  6.8  21
2023 11 23 18 26  1.8  0.9 11.1  1.6  9.9 NNE NNE    AVERAGE  6.7  15
2023 11 23 17 56  1.9  1.1 10.5  1.6  9.1 NNE NNE    AVERAGE  6.8  24
2023 11 23 17 26  2.0  0.9 11.1  1.8  9.9 NNE NNE    AVERAGE  6.5  18
2023 11 23 16 56  1.9  0.9 11.1  1.8  9.1 NNE NNE    AVERAGE  6.7  15
2023 11 23 16 26  2.0  1.1 11.1  1.7  8.3 NNE NNE    AVERAGE  7.1  15
2023 11 23 15 56  2.0  0.9 10.5  1.8  9.1 NNE NNE    AVERAGE  7.1  21
2023 11 23 15 26  1.9  0.8 10.5  1.7  9.9 NNE NNE    AVERAGE  7.1  25
2023 11 23 14 56  1.9  0.9 11.1  1.7  9.9 NNE NNE    AVERAGE  7.2  15
2023 11 23 14 26  1.9  1.0 11.1  1.7  9.9 NNE NNE    AVERAGE  7.2  22
2023 11 23 13 56  2.0  0.9 11.1  1.8  8.3 NNE   N    AVERAGE  7.2  15
2023 11 23 13 26  2.0  1.2 10.5  1.7  9.9 NNE NNE    AVERAGE  7.2  19
2023 11 23 12 56  2.0  0.9 10.5  1.8  9.9 NNE NNE    AVERAGE  7.3  24
2023 11 23 12 26  1.9  1.0 10.5  1.7  9.9 NNE NNE    AVERAGE  7.2  24
2023 11 23 11 56  1.9  0.7 10.5  1.8  9.9   N NNE    AVERAGE  7.1  15
2023 11 23 11 26  1.9  0.9 10.5  1.8  9.9 NNE NNE    AVERAGE  7.4  12
2023 11 23 10 56  1.9  0.8 11.1  1.8  8.3 NNE NNE    AVERAGE  7.3  14
2023 11 23 10 26  1.8  0.9 10.5  1.7  9.9   N NNE    AVERAGE  7.3  11
2023 11 23 09 56  2.1  1.0 10.5  1.9  9.9 NNE NNE    AVERAGE  7.6  15
2023 11 23 09 26  2.0  1.0 11.1  1.7  9.9 NNE NNE    AVERAGE  7.5  18
2023 11 23 08 56  2.0  0.9 10.5  1.9  9.9   N   N    AVERAGE  7.5   7
2023 11 23 08 26  1.9  0.9 10.5  1.7  9.9   N NNE    AVERAGE  7.5   8
2023 11 23 07 56  2.1  1.0 10.5  1.9  9.9   N NNE    AVERAGE  7.6  15
2023 11 23 07 26  1.9  1.1 10.5  1.7  9.9 NNE   N    AVERAGE  7.6  18
2023 11 23 06 56  2.0  1.1 11.1  1.8  9.9 NNE   N    AVERAGE  7.6  22
2023 11 23 06 26  1.9  0.9 10.5  1.8  9.9 NNE NNE    AVERAGE  7.3  12
2023 11 23 05 56  2.0  1.0 11.1  1.8  9.9   N   N    AVERAGE  7.6   8
2023 11 23 05 26  2.0  0.9 10.5  1.9  9.9 NNE   N    AVERAGE  7.5   8
2023 11 23 04 56  2.0  1.0 10.5  1.8  9.9 NNE   N    AVERAGE  7.4  12
2023 11 23 04 26  1.9  1.0 11.1  1.6  9.1 NNE   N    AVERAGE  7.3  28
2023 11 23 03 56  1.9  0.9 10.5  1.7  9.9   N   N    AVERAGE  7.3  10
2023 11 23 03 26  2.1  1.1 10.5  1.8  9.9   N   N    AVERAGE  7.5  10
2023 11 23 02 56  2.1  1.0 10.5  1.9  9.9 NNE   N    AVERAGE  7.4   5
2023 11 23 02 26  2.0  1.0 11.1  1.8  9.9 NNE   N    AVERAGE  7.2  12
2023 11 23 01 56  2.1  1.0 10.5  1.9  9.9 NNE NNE    AVERAGE  7.4  12
2023 11 23 01 26  2.1  1.1 10.5  1.8  9.1 NNE   N    AVERAGE  7.3  12
2023 11 23 00 56  2.0  1.0 10.5  1.9  9.9   N   N    AVERAGE  7.4  11
2023 11 23 00 26  2.0  0.9 10.5  1.9  9.9 NNE   N    AVERAGE  7.2  12
2023 11 22 23 56  2.2  1.2 10.5  1.9  9.9   N   N    AVERAGE  7.4   4
2023 11 22 23 26  2.1  1.1 10.5  1.8  9.1   N   N    AVERAGE  7.0  11
2023 11 22 22 56  2.1  1.1 10.5  1.8  9.1 NNE   N    AVERAGE  7.0  15
2023 11 22 22 26  2.1  0.7 11.1  2.0  9.1 NNE   N    AVERAGE  6.7  11
2023 11 22 21 56  2.1  1.0 11.1  1.9  9.9   N   N    AVERAGE  7.1   7
2023 11 22 21 26  2.1  1.0 10.5  1.9  9.1   N   N    AVERAGE  6.8   8
2023 11 22 20 56  2.2  1.0 10.5  2.1  9.9 NNE NNE    AVERAGE  7.0  12
2023 11 22 20 26  2.2  0.9 10.5  2.0  9.9   N NNE    AVERAGE  6.7  17
2023 11 22 19 56  2.2  0.9 10.5  2.1  9.9   N NNE    AVERAGE  6.8  10
2023 11 22 19 26  2.2  0.7 10.5  2.2  9.9 NNE   N    AVERAGE  6.8   7
2023 11 22 18 56  2.2  0.8 10.5  2.1  9.1   N   N    AVERAGE  6.7   5
2023 11 22 18 26  2.4  1.2 10.5  2.1  9.1   N   N    AVERAGE  7.1   7
2023 11 22 17 56  2.3  1.1 10.5  2.1  9.1   N   N    AVERAGE  6.9   2
2023 11 22 17 26  2.4  1.0 10.5  2.3  9.1   N   N    AVERAGE  6.9   7
2023 11 22 16 56  2.3  0.9 11.1  2.2  9.9   N   N    AVERAGE  6.7   7
2023 11 22 16 26  2.4  0.9 10.5  2.3  9.9   N   N    AVERAGE  6.6 358
